Programme;Acronym;Project Partner;Lead Partner;Street;Postal code;Town;Country;Website;Department;Legal Status;Country code;NUTS1 (or equivalent);NUTS2 (or equivalent);NUTS3 (or equivalent)
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);PAD;Arcada University of Applied Sciences;Yes;Jan Magnus Janssons plats 1;560;Helsinki;Finland;http://www.padproject.eu/;Health and wellfare;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);GreenAgri;The Estonian Chamber of Agriculture and Commerce;Yes;J.Vilmsi;10147;Tallinn;Estonia;centralbaltic.eu/projects;Not relevant;private;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Talsinki;Tallinn Science Park Tehnopol;Yes;Teaduspargi;12618;Tallinn;Estonia;centralbaltic.eu/projects;;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Lights On!;Metsähallitus, Parks & Wildlife Finland;Yes;Vernissakatu;1301;Vantaa;Finland;centralbaltic.eu/projects;Parks & Wildlife Finland, Southern Finland;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);NutriTrade;John Nurminen Foundation;Yes;Pasilankatu;240;Helsinki;Finland;centralbaltic.eu/projects;Clean Baltic Sea;private;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);30MILES;Kotka Maritime Research Association;Yes;Keskuskatu;48100;Kotka;Finland;centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C4  / Kymenlaakso
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);LiviHeri;Rauma Town;Yes;P.O.Box;26101;Rauma;Finland;centralbaltic.eu/projects;City planning;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI19  / Länsi-Suomi;FI196  / Satakunta
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SPARKS;Tartu Science Park Foundation;Yes;Riia;51014;Tartu;Estonia;centralbaltic.eu/projects;;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE008  / Lõuna-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Let us be active!;Baltic Region Healthy Cities Association;Yes;Vanha Suurtori;20500;Turku;Finland;http://www.letusbeactive.eu/;;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);BELT;The Baltic Institute of Finland;Yes;Nalkalankatu 12;FI-33200;Tampere;Finland;centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI19  / Länsi-Suomi;FI197  / Pirkanmaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);CBEwB;Junior Achievement Estonia;Yes;Lauteri;10114;Tallinn;Estonia;centralbaltic.eu/projects;;private;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SMART E67;Ministry of Transport  of the Republic of Latvia;Yes;Gogoļa;LV-1050;Riga;Latvia;centralbaltic.eu/projects;"State Joint Stock Company ""Latvian State Roads"" acting on behalf of the Ministry  in accordance with Law ""About motorways"" (in force from 02.04.1992), its article 4, paragraph 1 and Delegation agreement.";public;LV Latvia / LATVIJA;LV0  / LATVIJA;LV00  / Latvija;LV006  / Rīga
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);EmpowerKids;Baltic Region Healthy Cities Association;Yes;Vanha Suurtori;20500;Turku;Finland;centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);CLUSME;IMECC Ltd;Yes;Teaduspargi;12618;Tallinn;Estonia;centralbaltic.eu/projects;;private;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);CB HealthAccess;Tallinn Science Park Tehnopol;Yes;Teaduspargi;12618;Tallinn;Estonia;http://centralbaltic.eu/projects;Business Development;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);WATERCHAIN;Satakunta University of Applied Sciences;Yes;Tiedepuisto;FI-28600;Pori;Finland;centralbaltic.eu/projects;Faculty of Energy and Construction/ WANDER Nordic Water and Materials Institute;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI19  / Länsi-Suomi;FI196  / Satakunta
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);ITSVET;The Technology Education Support Foundation;Yes;Aia;10111;Tallinn;Estonia;centralbaltic.eu/projects;;private;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);MASAPO;Hiiu Municipality;Yes;Keskväljak;92413;Kärdla;Estonia;centralbaltic.eu/projects;not relevant;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE004  / Lääne-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);EDU-RAIL;TTK University of Applied Sciences;Yes;Pärnu mnt;10135;Tallinn;Estonia;centralbaltic.eu/projects;Faculty of Transport;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SME2GO;SISP Swedish Incubators & Science Parks;Yes;Mäster Samuelsgatan;11121;Stockholm;Sweden;centralbaltic.eu/projects;;public;SE Sweden / SVERIGE;SE1  / ÖSTRA SVERIGE;SE11  / Stockholm;SE110  / Stockholms län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SAFHY;Keuda Group;Yes;Sibeliuksenväylä;4400;Järvenpää;Finland;http://centralbaltic.eu/;Keuda Adult Education;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);DeDiWe;Laurea University of Applied Sciences Ltd;Yes;Ratatie;FIN-01300;Vantaa;Finland;centralbaltic.eu/projects;Reserch, development and innovation department;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);NUTRINFLOW;ProAgria Southern Finland;Yes;Pormestarinkatu;53100;LAPPEENRANTA;Finland;centralbaltic.eu/projects;;private;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C5  / Etelä-Karjala
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);HANSA;Inspiration Gotland;Yes;Donners Plats;62157;Visby;Sweden;centralbaltic.eu/projects;;public;SE Sweden / SVERIGE;SE2  / SÖDRA SVERIGE;SE21  / Småland med öarna;SE214  / Gotlands län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Baltic Urban Lab;Union of the Baltic Cities Sustainable Cities Commission C/O City of Turku;Yes;Vanha Suurtori;FIN-20500;Turku;Finland;centralbaltic.eu/projects;-;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Springboard;Turku Science Park Ltd;Yes;Lemminkäisenkatu;20520;Turku;Finland;centralbaltic.eu/projects;-;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);ICT Meta Cluster;Fiber Optic Valley AB;Yes;Stationsgatan;82443;Hudiksvall;Sweden;centralbaltic.eu/projects;Business Development;public;SE Sweden / SVERIGE;SE3  / NORRA SVERIGE;SE31  / Norra Mellansverige;SE313  / Gävleborgs län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);PIM;UNIVERSITY OF TARTU;Yes;Ülikooli;50090;Tartu;Estonia;http://centralbaltic.eu/projects;Narva College;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE008  / Lõuna-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);EDU-SMEs;Arcada University of Applied Sciences;Yes;Jan- Magnus Janssons plats;Fi - 00550;Helsinki;Finland;http://centralbaltic.eu/;Business Management and Analytics;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SIPPE;Turku University of Applied Sciences;Yes;Joukahaisenkatu;20520;Turku;Finland;http://sippe.turkuamk.fi/;Faculty of Health and Well-being;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);REGI;Turku University of Applied Sciences;Yes;Joukahaisenkatu;20520;Turku;Finland;https://regiproject.weebly.com/;Faculty of Health and Well-being;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);MobiCarnet;Association of Estonian International Road Carriers;Yes;Narva Road;10127;Tallinn;Estonia;http://centralbaltic.eu/;N/A;private;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);CB2East;Finnish Water Forum;Yes;Arkadiankatu;100;Helsinki;Finland;centralbaltic.eu/projects;International affairs;private;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);NATTOURS;Environment Department of Tallinn City Government;Yes;Harju;10130;Tallinn;Estonia;centralbaltic.eu/projects;Environment Department, City Enterprise Board (Tallinn City Tourist Office & Convention Bureau);public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SmartZoos;Tallinn University;Yes;Narva maantee;10120;Tallinn;Estonia;centralbaltic.eu/projects;Centre for Educational Technology;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);PRIME;Research and Development Centre Municipality of Linkoping;Yes;Drottninggatan;SE58181;Linkoping;Sweden;http://centralbaltic.eu/;Omsorg och aldreforvaltningen,Linkopings kommun;public;SE Sweden / SVERIGE;SE1  / ÖSTRA SVERIGE;SE12  / Östra Mellansverige;SE123  / Östergötlands län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);CoMe Strong;Turku University of Applied Scinces;Yes;Joukahaisenkatu;20520;Turku;Finland;http://centralbaltic.eu/;Health and Well-being;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);MUCH MORE;City of Turku;Yes;Yliopistonkatu;20100;Turku;Finland;http://centralbaltic.eu/;na;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FINEEX Music;Tampere University of Applied Sciences Ltd.;Yes;Kuntokatu;FI-33520;Tampere;Finland;http://centralbaltic.eu/projects;Mediapolis Campus;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI19  / Länsi-Suomi;FI197  / Pirkanmaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Archipelago Partnerships;Novia University of Applied Sciences;Yes;Raseborgsvägen;10600;Ekenäs;Finland;http://centralbaltic.eu/projects;Department of Research and Development;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SimE;Turku University of Applied Sciences;Yes;Joukahaisenkatu;20520;Turku;Finland;http://centralbaltic.eu/;Faculty of Health and Well-being;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);DSB;Estonian Sexual Health Association;Yes;Mardi;10145;Tallinn;Estonia;http://centralbaltic.eu/;n/a;private;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);BOOSTED;Satakunta University of Applied Sciences;Yes;Tiedepuisto;28600;Pori;Finland;http://centralbaltic.eu/projects;Service Business;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI19  / Länsi-Suomi;FI196  / Satakunta
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Active Age;The Union of Setomaa;Yes;Obinitsa village, Setomaa municipality;65301;Võru county;Estonia;centralbaltic.eu/projects;Not relevant;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE008  / Lõuna-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);BLASTIC;Keep Sweden Tidy;Yes;Högbergsgatan 44;10264;Stockholm;Sweden;http://centralbaltic.eu/;;public;SE Sweden / SVERIGE;SE1  / ÖSTRA SVERIGE;SE11  / Stockholm;SE110  / Stockholms län
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);Live Baltic Campus;Helsinki Metropolia University of Applied Sciences;Yes;Bulevardi;100;Helsinki;Finland;centralbaltic.eu/projects;"Departments

- User-centered Design and Production

- Intelligent Technology

- Cultural Services";public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);ACUCARE;Turku University of Applied Sciences Ltd.;Yes;Joukahaisenkatu;20520;Turku;Finland;centralbaltic.eu/projects;Faculty of Health and Well-being;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FEM (Female Estonian Migrant);NGO Chamber of Estonian Societies in Europe;Yes;Kaupmehe;10114;Tallinn;Estonia;centralbaltic.eu/projects;NGO Chamber of Estonian Societies in Europe;private;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);CROSS;Integration Foundation;Yes;Lõõtsa;11415;Tallinn;Estonia;centralbaltic.eu/projects;;public;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);YOUTH-SPORT-VOL;Sport Year Foundation;Yes;Kastevarre tee;11912;Tallinn;Estonia;centralbaltic.eu/projects;Whole organisation;private;EE Estonia / EESTI;EE0  / EESTI;EE00  / Eesti;EE001  / Põhja-Eesti
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);STARPABS;Cursor Oy, Kotka-Hamina Regional Development Company;Yes;Kyminlinnantie;48600;Kotka;Finland;centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C4  / Kymenlaakso
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEstSmartMobility;City of Helsinki;Yes;Pohjois-Esplanadi;PL 1;Helsinki;Finland;http://centralbaltic.eu/projects;City Executive Office, Economic development division;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FinEst Link;Helsinki-Uusimaa Regional Council;Yes;Esterinportti;240;Helsinki;Finland;http://centralbaltic.eu/projects;;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1B  / Helsinki-Uusimaa;FI1B1  / Helsinki-Uusimaa
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);SustainBaltic;University of Turku;Yes;Yliopistonmäki, Luonnontieteiden talo 1;FI-20014;Turku;Finland;http://centralbaltic.eu/projects;Geography and Geology;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);DefenceArch;Turku University of Applied Sciences Ltd.;Yes;Joukahaisenkatu;20520;Turku;Finland;http://centralbaltic.eu/projects;Faculty of Business, ICT and Chemical Engineering;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);FamilyPorts;City of Pargas;Yes;Strandvägen;21600;Pargas;Finland;http://centralbaltic.eu/projects;Deparment of Business Development;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Finland - Estonia - Latvia - Sweden (Central Baltic);OnBoard-Med;Turku University of Applied Sciences;Yes;Joukahaisenkatu;20520;Turku;Finland;http://centralbaltic.eu/projects;Faculty of Health and Well-being and Faculty of Technology, Environment and Business;public;FI Finland / SUOMI / FINLAND;FI1  / MANNER-SUOMI;FI1C  / Etelä-Suomi;FI1C1  / Varsinais-Suomi
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;26;Nationalparkverwaltung Bayerischer Wald;Yes;Freyunger Str.;94481;Grafenau;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE22  / Niederbayern;DE225  / Freyung-Grafenau
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;75;Střední odborné učiliště stavební, Plzeň, Borská 55;Yes;Borská;301 00;Plzeň;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;22;Střední škola, Horažďovice, Blatenská 313;Yes;Blatenská;34101;Horažďovice;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;34;Vysoká škola technická a ekonomická v Českých Budějovicích;Yes;Okružní;37001;České Budějovice;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ031  / Jihočeský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;80;Universität Passau;Yes;Innstraße;94032;Passau;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE22  / Niederbayern;DE222  / Passau, Kreisfreie Stadt
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;97;Západočeská univerzita v Plzni;Yes;Univerzitní;306 14;Plzeň;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;51;Centrum pro komunitní práci západní Čechy;Yes;Americká;30100;Plzeň;Czech Republic;http://www.by-cz.eu;;private;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;118;Universität Regensburg;Yes;Am BioPark;93053;Regensburg;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;124;Karlovarský kraj;Yes;Závodní;360 06;Karlovy Vary;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ04  / Severozápad;CZ041  / Karlovarský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;43;Bezirksjugendring Oberfranken des Bayerischen Jugendrings, K.d.Ö.R.;Yes;Opernstraße;95444;Bayreuth;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE24  / Oberfranken;DE246  / Bayreuth, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;73;Plzeň 2015, zapsaný ústav;Yes;Presslova;30100;Plzeň;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;17;EUREGIO Bayerischer Wald – Böhmerwald – Unterer Inn e.V.;Yes;Kolpingstraße;94078;Freyung;Germany;http://www.by-cz.eu;;private;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE22  / Niederbayern;DE225  / Freyung-Grafenau
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;92;Římskokatolická farnost Skalná;Yes;Kostelní náměstí;35134;Skalná;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ04  / Severozápad;CZ041  / Karlovarský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;60;Západočeská univerzita v Plzni;Yes;Univerzitní;30614;Plzeň;Czech Republic;http://www.by-cz.eu;;public;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;45;Bayerischer Jugendring, K.d.ö.R.;Yes;Maximilianstraße;93047;Regensburg;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;28;Technische Hochschule Deggendorf, Technologie Campus Grafenau (TC Grafenau);Yes;Edlmairstraße;94469;Deggendorf/Germany;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE22  / Niederbayern;DE224  / Deggendorf
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;32;Mikroregion Šumava-západ;Yes;Modrava 63;341 92;Modrava;Czech Republic;http://www.by-cz.eu;;private;CZ Czech Republic / ČESKÁ REPUBLIKA;CZ0  / ČESKÁ REPUBLIKA;CZ03  / Jihozápad;CZ032  / Plzeňský kraj
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;35;Landesjagdverband Bayern - Bayerischer Jagdverband e.V.;Yes;Hohenlindner Straße;85622;Feldkirchen;Germany;http://www.by-cz.eu;;private;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE21  / Oberbayern;DE21H  / München, Landkreis
2014 - 2020 INTERREG V-A Germany / Bavaria - Czech Republic;103;Ostbayerische Technische Hochschule Regensburg;Yes;Prüfeninger Straße;93049;Regensburg;Germany;http://www.by-cz.eu;;public;DE Germany / DEUTSCHLAND;DE2  / BAYERN;DE23  / Oberpfalz;DE238  / Regensburg, Landkreis
